,Announcement_Date,PURPOSE,REMARKS
304,08-12-2015,Others,"Infosys Ltd has informed BSE that Dr. Vishal Sikka, CEO & Managing Direc..."
305,07-12-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
306,01-12-2015,Others,Infosys Ltd has informed BSE that pursuant to SEBI (Listing Obligations ...
307,24-11-2015,Others,Infosys  Ltd has submitted the disclosures under Reg. 29(2) of SEBI  (SA...
308,23-11-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
309,20-11-2015,Others,Infosys  Ltd has submitted the disclosures under Reg. 29(2) of SEBI  (SA...
310,19-11-2015,Others,Infosys Ltd has submitted to BSE a copy of the Statement dated November ...
311,16-11-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
312,19-10-2015,Others,Infosys Ltd has informed BSE that the Board of Directors of the Company ...
313,16-10-2015,Others,Infosys Ltd has submitted to BSE a copy of Press Release dated October  ...
314,12-10-2015,Others,Infosys  Ltd has informed BSE regarding Revised USD and INR  press  rele...
315,21-09-2015,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
316,18-09-2015,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
317,16-09-2015,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
318,15-09-2015,Others,Infosys  Ltd has informed BSE that a meeting of the Board of  Directors ...
319,10-09-2015,Others,Infosys Ltd has informed BSE that U.S. Department of Labor (DOL)  conclu...
320,08-09-2015,Others,MatrixT for Independent Testing ServicesInfosys Ltd has informed BSE reg...
321,02-09-2015,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
322,26-08-2015,Others,"With  reference to the earlier letter dated August 22, 2014, titled  Gra..."
323,20-08-2015,Others,Infosys  Ltd  has  informed BSE that a live  webcast  from  Infosys  Glo...
324,19-08-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
325,18-08-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
326,14-08-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
327,07-08-2015,Others,"SAP Implementation Services Worldwide, 2015Infosys  Ltd  has informed BS..."
328,21-07-2015,Others,"Infosys Ltd has informed BSE regarding Fact Sheet, IFRS  INR Press  Rele..."
329,09-07-2015,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 09,  2..."
330,08-07-2015,Others,Services Blueprint Report 2015Infosys Ltd has informed BSE regarding a P...
331,03-07-2015,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 03,  2..."
332,29-06-2015,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 29,  2..."
333,25-06-2015,Others,Infosys  Ltd has informed BSE that a meeting of the Board of  Directors ...
334,23-06-2015,Others,Infosys  Ltd  has  informed BSE that based on  the  recommendation  of  ...
335,22-06-2015,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 21,  2..."
336,19-06-2015,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 19,  2..."
337,18-06-2015,Others,Infosys  Ltd  has  informed  BSE  that  the  Board  of  Directors  allot...
338,12-06-2015,Others,The  Exchange  has sought clarification from Infosys Ltd  with  respect ...
339,05-06-2015,Others,Infosys Ltd has informed BSE that the Board of Directors of the Company ...
340,04-06-2015,Others,Infosys  Ltd  has informed BSE regarding the details of Voting  results ...
341,29-05-2015,Others,Critical Capabilities for International Retail CoreBanking' Report Infos...
342,25-05-2015,Others,Infosys  Ltd has informed BSE that the 34th Annual General  Meeting   (A...
343,21-05-2015,Others,Infosys  Ltd  has  submitted  to BSE a copy of  Form  20F  filed  with  ...
344,18-05-2015,Others,Infosys Ltd has informed BSE that Pursuant to Securities and Exchange Bo...
345,14-05-2015,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 14,  20..."
346,30-04-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
347,29-04-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
348,28-04-2015,Others,Infosys Ltd has informed BSE that the Board of Directors of the Company ...
349,24-04-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
350,01-04-2015,Others,The Exchange had sought clarification from Infosys Ltd with respect to n...
351,30-03-2015,Others,The Exchange has sought clarification from Infosys Ltd with respect to n...
352,13-03-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
353,10-03-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
354,03-03-2015,Others,Infosys Ltd has informed BSE regarding the details of Voting results at ...
355,02-03-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
356,18-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
357,16-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
358,11-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
359,09-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
360,04-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
361,02-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
362,20-01-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
363,15-01-2015,Others,Infosys Ltd has informed BSE that the members of the Company will  consi...
364,14-01-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
365,12-01-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
366,09-01-2015,Others,Infosys  Ltd  has  informed  BSE  that  the  Company  announced  that   ...
367,31-12-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
368,16-12-2014,Others,Infosys  Ltd has informed BSE that a meeting of the Board of  Directors ...
369,04-12-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
370,01-12-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
371,21-11-2014,Others,Infosys  Ltd has informed BSE that the Members of the Company  through  ...
372,20-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
373,19-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
374,18-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
375,17-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
376,13-11-2014,Others,The Exchange has sought clarification from Infosys Ltd with respect to n...
377,11-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
378,07-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
379,05-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Relase dated  November  ...
380,03-11-2014,Others,The Exchange has sought clarification from Infosys Ltd with respect to n...
381,29-10-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
382,28-10-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
383,27-10-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
384,20-10-2014,Others,The Exchange has sought clarification from Infosys Ltd with respect to n...
385,17-10-2014,Others,Infosys  Ltd has informed BSE that the members of the Company  have  pas...
386,16-10-2014,Others,Infosys  Ltd  has  informed BSE that: The Postal  Ballot  Notice  (seeki...
387,10-10-2014,Others,Infosys  Ltd has informed BSE regarding : 1.  IFRS  USD Press  Release  ...
388,07-10-2014,Others,Transaction Reconciliation ProcessInfosys  Ltd has informed BSE regardin...
389,01-10-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
390,30-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
391,19-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
392,16-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
393,10-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
394,04-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
395,28-08-2014,Others,Infosys  Ltd has informed BSE that a meeting of the Board of  Directors ...
396,22-08-2014,Others,Infosys   Ltd  has  informed  BSE  that  the  Management  Development   ...
397,07-08-2014,Others,Customer-Centric Global Banking SolutionsInfosys  Ltd  has informed BSE ...
398,31-07-2014,Others,Infosys  Ltd. has informed BSE regarding the details of Voting  results ...
399,22-07-2014,Others,Infosys  Ltd  has  informed BSE regarding a Press Release  dated  July  ...
400,18-07-2014,Others,Infosys  Ltd  has  submitted to BSE a copy of  the  notice  issued  towa...
401,02-07-2014,Others,Infosys Ltd has informed BSE that the Extra Ordinary General Meeting  (E...
402,01-07-2014,Others,Infosys Ltd has informed BSE that the meeting of the Board of Directors ...
403,23-06-2014,Others,"Infosys Ltd has Informed BSE regarding a Press Release dated June 23,  2..."
404,19-06-2014,Others,Infosys  Ltd  has  submitted to BSE a copy of Form 6-K  on  Appointment ...
405,16-06-2014,Others,Infosys Ltd has informed BSE regarding the details of Voting results at ...
406,12-06-2014,Others,The Exchange had sought clarification from Infosys Ltd with respect to  ...
407,02-06-2014,Others,Infosys  Ltd  has  submitted  to  BSE a  copy  of  media  statement  tit...
408,29-05-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 29,  20..."
409,28-05-2014,Others,"Infosys  Ltd has informed BSE that B. G. Srinivas, President and Member ..."
410,15-05-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 15,  20..."
411,12-05-2014,Others,Infosys  Ltd  has  submitted  to BSE a copy of  Form  20F  filed  with  ...
412,09-05-2014,Others,Infosys  Ltd has informed BSE that the final dividend of Rs. 43 per  equ...
413,28-04-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
414,23-04-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
415,21-04-2014,Others,"Infosys Ltd has submitted to BSE a copy of Form 6-K,  being filed with  ..."
416,15-04-2014,Others,"Infosys Ltd has informed BSE regarding Fact Sheet, IFRS - INR Press Rele..."
417,11-04-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated April 11, 2..."
418,10-04-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
419,09-04-2014,Others,"Infosys  Ltd  has informed BSE regarding a Press Release dated April 09,..."
420,04-04-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
421,01-04-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated April 01, 2..."
422,28-03-2014,Others,"Infosys  Ltd  has submitted to BSE a copy of Form  6-K,   naming  Execut..."
423,27-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
424,26-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
425,25-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
426,20-03-2014,Others,"Infosys  Ltd  has informed BSE that Mr. Chandra Shekar Kakal,  Senior  V..."
427,18-03-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated March 17, 2..."
428,12-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
429,03-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
430,28-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
431,24-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
432,20-02-2014,Others,Infosys Ltd has informed BSE regarding a Media Statement dated February ...
433,13-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
434,12-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
435,06-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
436,28-01-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
437,27-01-2014,Others,Infosys Ltd has submitted to BSE regarding Abstract of terms of appointm...
438,10-01-2014,Others,"Infosys  Ltd  has  informed BSE regarding Fact Sheet,   IFRS  -  INR  Pr..."
439,03-01-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
440,20-12-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
441,19-12-2013,Others,"Infosys Ltd has informed BSE that Mr. Subrahmanyam  (Subu) Goparaju, Mem..."
442,21-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
443,18-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
444,13-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
445,12-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
446,08-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
447,30-10-2013,Others,Infosys  Ltd has informed BSE regarding a Press Statement  titled  Infos...
448,24-10-2013,Others,Infosys  Ltd has submitted to BSE a copy of the Form 6-K on Appointment ...
449,03-10-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
450,18-09-2013,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
451,13-09-2013,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
452,12-09-2013,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
453,28-08-2013,Others,"Infosys  Ltd has informed BSE that Mr.  Ashok Vemuri, Member of  the  Bo..."
454,19-08-2013,Others,Infosys Ltd has informed BSE about the Form 6-K on Appointment of Execut...
455,14-08-2013,Others,Infosys  Ltd  has Informed BSE regarding a Press Release dated  August  ...
456,07-08-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
457,05-08-2013,Others,Infosys Ltd has informed BSE regarding the details of Voting results at ...
458,26-07-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 26, 20..."
459,25-07-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 25, 20..."
460,09-07-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 09,  2..."
461,08-07-2013,Others,Infosys  Ltd has informed BSE that the 32nd Annual General  Meeting   (A...
462,25-06-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 25, 20..."
463,24-06-2013,Others,Infosys  Ltd has informed BSE that a meeting of the Board of  Directors ...
464,21-06-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 20,  2..."
465,17-06-2013,Others,Infosys Ltd has informed BSE regarding the details of Voting results at ...
466,14-06-2013,Others,"infosys Ltd has informed BSE regarding a Press Release dated June 13, 20..."
467,13-06-2013,Others,"Infosys  Ltd has informed BSE that on June 13, 2013 the  Company  announ..."
468,05-06-2013,Others,Infosys Ltd has submitted to BSE a copy of the Notice to Members  (u/s  ...
469,03-06-2013,Others,Infosys  Ltd  has  informed BSE regarding a Press Release  dated  June  ...
470,29-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 29,  20..."
471,20-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 20,  20..."
472,17-05-2013,Others,Infosys Ltd has informed BSE that the 32nd Annual General Meeting (AGM) ...
473,15-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 15,  20..."
474,07-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 07,  20..."
475,06-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 06,  20..."
476,02-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 02,   2..."
477,29-04-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
478,16-04-2013,Others,Infosys  Ltd has submitted to BSE a copy of Press Release dated  April  ...
479,12-04-2013,Others,Infosys  Ltd  has  informed  BSE that Mr.   Leo  Puri  has  been  appoin...
480,02-04-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
481,28-03-2013,Others,Infosys  Ltd has submitted to BSE a copy of Press Release dated  March  ...
482,26-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
483,15-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
484,14-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
485,12-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
486,07-03-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated March 07, 2..."
487,04-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
488,25-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
489,20-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
490,19-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
491,18-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
492,15-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
493,14-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
494,13-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
495,12-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
496,31-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
497,28-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
498,25-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
499,23-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
500,15-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
501,07-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
502,03-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
503,18-12-2012,Others,"Infosys  Ltd has informed BSE that on December 18,  2012,  the Company  ..."
504,14-12-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
505,13-12-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
506,07-12-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
507,05-12-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
508,30-11-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
509,19-11-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
510,15-11-2012,Others,"Infosys  Ltd  has informed BSE regarding a Press Release  titled  ""Infos..."
511,08-11-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
512,07-11-2012,Others,Infosys Ltd has submitted to BSE a copy of Press Release dated November ...
513,01-11-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
514,25-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
515,23-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
516,22-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
517,17-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
518,16-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
519,12-10-2012,Others,"Infosys Ltd has informed BSE that Mr. V. Balakrishnan, Member of the  Bo..."
520,09-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
521,04-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
522,27-09-2012,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
523,14-09-2012,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
524,12-09-2012,Others,"Infosys Ltd has informed BSE regarding  a  Press 
Release  dated  Septe..."
525,11-09-2012,Others,A  Next-  Generation  Collaborative Product Infosys Ltd  has  informed  ...
526,10-09-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated September ..."
527,23-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
528,21-08-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated August 20, ..."
529,16-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
530,13-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
531,09-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
532,07-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
533,03-08-2012,Others,"Infosys  Ltd  has informed BSE that on August 02,  2012,  the  Company  ..."
534,24-07-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 23,  2..."
535,20-07-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 20,  2..."
536,17-07-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 17, 20..."
537,10-07-2012,Others,Infosys  Ltd  has  informed BSE regarding a Press Release  dated  July  ...
538,02-07-2012,Others,Infosys  Ltd has informed BSE that 31st Annual General Meeting   (AGM)  ...
539,26-06-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 26,  2..."
540,25-06-2012,Others,"Infosys  Ltd  has  informed  BSE that on June 19,  2012,  the  Company  ..."
541,14-06-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 14,  2..."
542,11-06-2012,Others,Infosys Ltd has informed BSE that the 31st Annual General Meeting (AGM) ...
543,08-06-2012,Others,Infosys  Ltd  has  informed BSE regarding a Press Release  dated  June  ...
544,31-05-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 30,  20..."
545,23-05-2012,Others,"Infosys  Ltd has informed BSE regarding a Press Release dated May 22,  2..."
546,15-05-2012,Others,"Infosys Ltd. has informed BSE regarding a Press Release dated May 14,  2..."
547,10-05-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 10,  20..."
548,08-05-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 08,  20..."
549,03-05-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 03,  20..."
550,27-04-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
551,24-04-2012,Others,Infosys  Ltd has submitted to BSE a copy of Press Release dated  April  ...
552,19-04-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
553,22-03-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
554,15-03-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
555,13-03-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
556,01-03-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
557,27-02-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
558,03-02-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
559,12-01-2012,Others,Infosys  Technologies  Ltd  has informed BSE regarding  a  IFRS  USD  Pr...
560,21-12-2011,Others,Infosys Ltd has informed BSE regarding a Press Release dated December 20...
561,18-10-2011,Others,Infosys Ltd has informed BSE that the members of the Company by way of P...
562,12-10-2011,Others,Infosys Ltd has informed BSE that the interim dividend will be paid on O...
563,07-09-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
564,02-09-2011,Others,Infosys Technologies Ltd has informed BSE that the Company is in the pro...
565,24-08-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
566,10-08-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
567,09-08-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
568,04-08-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
569,17-06-2011,Others,Infosys Technologies Ltd has informed BSE that the Company has received ...
570,13-06-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
571,07-06-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
572,25-05-2011,Others,"Infosys Technologies Ltd has informed BSE that on May 23, 2011, the Comp..."
573,02-05-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
574,15-04-2011,Others,Infosys Technologies Ltd has informed BSE regarding a IFRS USD Press Rel...
575,17-02-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
576,24-01-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
577,13-01-2011,Others,Infosys Technologies Ltd has submitted to the BSE a copy of the Fact She...
578,07-01-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
